	D5G	wG	D4G	D1G	DG	D4GD5G	X	Y
944	0.683162387	43.9916	0.178107536	1.293893046	2.272326033	0.861269922	-16.8171	31.30814
945	0.838236054	43.0161	0	1.110655017	2.138051491	0.838236054	-16.8171	32.308273
946	0.841723249	43.8286	0	1.470805714	2.494183809	0.841723249	-16.8171	33.308403
947	0.829537977	43.1646	0.001728236	1.707323702	2.714185205	0.831266214	-16.8171	34.308537
948	0.71039598	44.0541	0.235404832	1.331899082	2.395840832	0.945800812	-16.8171	35.308666
949	0.734136139	41.5508	0	1.642369803	2.545196529	0.734136139	-16.8171	36.3088
950	0.740454913	42.0949	0.010565465	1.400032516	2.297214791	0.751020378	-15.8119	-35.700703
951	0.691906036	43.1711	0.322684508	1.410270592	2.55156289	1.014590544	-15.8119	-34.700573
952	0.772894931	44.122	0.328956606	1.348780369	2.563383918	1.101851537	-15.8119	-33.700439
953	0.70743667	44	0	0.753621187	1.603001925	0.70743667	-15.8119	-32.700306
954	0.525825266	42.5577	0.000625164	1.236762095	1.876592059	0.52645043	-15.8119	-31.700174
955	0.854868665	43.4016	0.030713664	1.26976917	2.350939188	0.88558233	-15.8119	-30.700043
956	0.865021514	46.4359	0.367236771	1.472151141	2.821833984	1.232258285	-15.8119	-29.699911
957	1.158169445	44.9173	0.036764462	1.661075434	3.075960893	1.194933907	-15.8119	-28.69978
958	0.694904325	40.5694	0.074123232	0.690212915	1.645359172	0.769027557	-15.8119	-27.699648
959	0.638414256	39.1506	0.079212064	0.591499869	1.479979009	0.71762632	-15.8119	-26.699514
960	0.746750047	40.1149	0	0.337288226	1.259325042	0.746750047	-15.8119	-25.699383
961	0.751597677	43.2006	0.147035213	0.81797005	1.898494346	0.898632891	-15.8119	-24.699251
962	0.906856616	42.6582	0	0.973038773	2.052538314	0.906856616	-15.8119	-23.69912
963	0.490114843	47.326	0	0.316192796	0.893806508	0.490114843	-15.8119	-22.698988
964	0.65033737	40.5408	0.129407978	1.341232602	2.260329183	0.779745349	-15.8119	-21.698854
965	0.937731015	43.6299	0	1.332062139	2.450783252	0.937731015	-15.8119	-20.698723
966	0.831385154	44.7111	0.333221078	1.268811603	2.569291166	1.164606232	-15.8119	-19.698591
967	0.610628519	45.3764	0	0.462019	1.162641646	0.610628519	-15.8119	-18.69846
968	0.691688533	42.4701	0.028267277	1.472568557	2.351013337	0.71995581	-15.8119	-17.698328
969	0.781159927	44.5182	0.341847168	1.314728907	2.567766446	1.123007095	-15.8119	-16.698196
970	0.719010392	44.9449	0.025288507	0.440646695	1.313592907	0.744298899	-15.8119	-15.698064
971	0.712823511	43.973	0.230385627	1.332727722	2.399242237	0.943209138	-15.8119	-14.697931
972	0.624706456	44.5908	0.087108128	1.434237824	2.294251181	0.711814584	-15.8119	-13.6978
973	0.762035594	43.4432	0.314839896	1.35716629	2.570065377	1.076875491	-15.8119	-12.697667
974	0.718323747	43.8648	0.215434569	1.340032338	2.401941845	0.933758316	-15.8119	-11.697536
975	0.708466937	44.2409	0.193931973	1.333007761	2.356366045	0.90239891	-15.8119	-10.697404
976	0.728872427	44.597	0.138391712	1.698840417	2.717300117	0.86726414	-15.8119	-9.6972713
977	0.689527889	44.5634	0.192099559	1.351388998	2.349178615	0.881627447	-15.8119	-8.6971397
978	0.731701473	45.3112	0.243250185	1.326208132	2.415011686	0.974951658	-15.8119	-7.6970077
979	0.741109131	44.8422	0.246163627	1.326156568	2.433751494	0.987272758	-15.8119	-6.6968756
980	0.698436594	44.5992	0.224660963	1.328178841	2.366876343	0.923097557	-15.8119	-5.6967435
981	0.721319609	45.5312	0.235386206	1.303499139	2.372656436	0.956705815	-15.8119	-4.6966119
982	0.868524252	42.0086	0	1.332033582	2.391190138	0.868524252	-15.8119	-3.6964798
983	0.668063854	42.7314	0.191610185	1.372563096	2.35255507	0.859674039	-15.8119	-2.6963477
984	0.562517034	49.2832	0.13923485	1.085905066	1.908372472	0.701751884	-15.8119	-1.6962157
985	0.778514661	43.2534	0.019097018	1.402371127	2.362437228	0.797611679	-15.8119	-0.69608378
986	0.849259939	42.49	0.22614105	1.38082499	2.623281854	1.075400988	-15.8119	0.30404818
987	0.752701478	44.3593	0.265212497	1.294726997	2.431217538	1.017913975	-15.8119	1.3041801
988	0.725857663	44.3856	0	0.345289517	1.208675708	0.725857663	-15.8119	2.3043122
989	0.867822848	43.8173	0	1.376960997	2.407145539	0.867822848	-15.8119	3.3044441
990	0.756350472	44.9411	0.226312546	1.319463	2.41954187	0.982663018	-15.8119	4.3045759
991	0.779980822	45.0837	0.39281538	1.341138983	2.643861696	1.172796202	-15.8119	5.304708
992	0.707587797	44.4054	0.176455742	1.33568792	2.335283217	0.884043539	-15.8119	6.3048401
993	0.745005515	45.5919	0.265753332	1.266694087	2.389390342	1.010758848	-15.8119	7.3049722
994	0.909030171	48.0124	0.345891608	1.239277614	2.618152851	1.254921779	-15.8119	8.3051043
995	0.727685086	45.2944	0.237943252	1.285208142	2.366427583	0.965628338	-15.8119	9.3052359
996	0.758900268	45.1684	0.267890765	1.285122244	2.428899714	1.026791032	-15.8119	10.305368
997	0.777626321	44.4346	0.297795269	1.378371747	2.571292149	1.07542159	-15.8119	11.3055
998	0.960244596	44.1658	0	1.374281752	2.516602281	0.960244596	-15.8119	12.305632
999	0.714501735	44.713	0.181751767	1.331609366	2.35595163	0.896253502	-15.8119	13.305764
1000	0.927326328	42.5338	0	1.353907465	2.496252085	0.927326328	-15.8119	14.305896
1001	0.438416525	43.688	0.034350219	0.503809606	1.06436042	0.472766745	-15.8119	15.306027
1002	0.809156281	44.732	0.30768734	1.33678019	2.576539994	1.116843622	-15.8119	16.30616
1003	0.730384191	44.2502	0.282362647	1.330028465	2.456164305	1.012746838	-15.8119	17.306292
1004	0.70764599	44.7891	0.200443545	1.303527703	2.324741924	0.908089535	-15.8119	18.306423
1005	0.756233081	45.626	0.292983922	1.356866946	2.52297561	1.049217003	-15.8119	19.306557
1006	0.952686113	41.0796	0.162645818	1.548371181	2.82038462	1.115331931	-15.8119	20.306688
1007	0.782367616	45.4327	0.262979422	1.291930504	2.457375965	1.045347038	-15.8119	21.30682
1008	0.694279455	43.0973	0.138614242	1.407254003	2.375693218	0.832893697	-15.8119	22.306952
1009	1.048910441	44.7063	0	1.521711373	2.745715466	1.048910441	-15.8119	23.307083
1010	0.824453179	46.243	0.344164078	1.279062322	2.571645534	1.168617257	-15.8119	24.307215
1011	0.713609831	43.7013	0.226063501	1.355701123	2.416970868	0.939673332	-15.8119	25.307348
1012	0.751771313	44.7549	0.259462239	1.32283606	2.454866621	1.011233552	-15.8119	26.30748
1013	0.709618204	44.2577	0.229829573	1.35379225	2.4119006	0.939447777	-15.8119	27.307611
1014	0.774343532	44.6288	0.278307017	1.287501918	2.456171065	1.052650549	-15.8119	28.307743
1015	0.714510023	45.3803	0.227134296	1.320733158	2.37382879	0.941644319	-15.8119	29.307875
1016	0.690432237	44.2326	0.187910074	1.362230713	2.365150107	0.878342311	-15.8119	30.308008
1017	0.951259008	42.1803	0	0.518790089	1.623156565	0.951259008	-15.8119	31.30814
1018	0.747928863	44.0212	0	0.490374489	1.336545817	0.747928863	-15.8119	32.308273
1019	0.616299715	49.1727	0.147712455	1.152620594	2.03826979	0.76401217	-15.8119	33.308403
1020	0.845028372	44.1474	0.40870823	1.402373623	2.781401179	1.253736602	-15.8119	34.308537
1021	0.714757752	44.92	0.224557191	1.321942598	2.378135014	0.939314942	-15.8119	35.308666
1022	0.741571826	43.8995	0.136021618	1.533734687	2.564640028	0.877593444	-15.8119	36.3088
1023	0.735784862	45.7343	0.270961503	1.280166387	2.3995483	1.006746365	-14.8066	-35.700703
1024	0.648799663	42.766	0.152179785	1.176516361	2.116538651	0.800979447	-14.8066	-34.700573
1025	0.7270023	43.7649	0.293185183	1.322456088	2.467057743	1.020187483	-14.8066	-33.700439
1026	0.855236075	41.0379	0	0.929138947	1.92750072	0.855236075	-14.8066	-32.700306
1027	0.703149287	45.5514	0.200775127	1.270149155	2.284590072	0.903924414	-14.8066	-31.700174
1028	0.696621399	44.2173	0.228670617	1.294817835	2.334027654	0.925292016	-14.8066	-30.700043
1029	0.921727863	47.0933	0.373885713	1.486067698	2.905605563	1.295613575	-14.8066	-29.699911
1030	0.705352579	43.4929	0.382502701	1.31949845	2.528577067	1.08785528	-14.8066	-28.69978
1031	0.753341345	43.8875	0	0.468942406	1.338565628	0.753341345	-14.8066	-27.699648
1032	0.839319806	40.8848	0	1.140745593	2.217119942	0.839319806	-14.8066	-26.699514
1033	0.831421013	40.7907	0	1.139726317	2.182561566	0.831421013	-14.8066	-25.699383
1034	0.855581677	39.9917	0	0.5414268	1.587508457	0.855581677	-14.8066	-24.699251
1035	0.871812057	53.4054	0.647302543	1.437944281	3.117130605	1.519114601	-14.8066	-23.69912
1036	0.772984086	42.9344	0.443126629	1.381437082	2.728780091	1.216110715	-14.8066	-22.698988
1037	0.853689733	39.5071	0.014845614	0.590675655	1.645326643	0.868535347	-14.8066	-21.698854
1038	0.905433874	52.8067	0.422703187	1.147489708	2.644972179	1.328137061	-14.8066	-20.698723
1039	0.865136982	43.2712	0	1.234053981	2.281511195	0.865136982	-14.8066	-19.698591
1040	0.760942364	45.3036	0.268427549	1.344143351	2.486149504	1.029369912	-14.8066	-18.69846
1041	0.574924963	42.343	0.08362731	1.26407188	2.040061004	0.658552273	-14.8066	-17.698328
1042	0.788563617	41.7638	0	0.430312095	1.355395977	0.788563617	-14.8066	-16.698196
1043	0.760403531	43.1327	0.294471789	1.33766729	2.527690375	1.05487532	-14.8066	-15.698064
1044	0.810511436	43.6253	0.312905938	1.332488454	2.590842402	1.123417374	-14.8066	-14.697931
1045	0.613480223	44.924	0.050564804	0.509550165	1.266390666	0.664045027	-14.8066	-13.6978
1046	0.713384071	44.8374	0.232241896	1.313260539	2.371591861	0.945625967	-14.8066	-12.697667
1047	0.66625671	43.4975	0.162215836	1.344794849	2.299927502	0.828472546	-14.8066	-11.697536
1048	0.729713717	44.8745	0.21863259	1.429436949	2.50037753	0.948346307	-14.8066	-10.697404
1049	0.831663808	43.1266	0.029059648	1.103532259	2.131529679	0.860723456	-14.8066	-9.6972713
1050	0.810306974	44.6099	0.333189732	1.330531149	2.600951084	1.143496707	-14.8066	-8.6971397
1051	0.932476451	42.9206	0	0.818132107	1.932408834	0.932476451	-14.8066	-7.6970077
1052	0.815961332	46.5532	0.327171883	1.311279537	2.569920621	1.143133215	-14.8066	-6.6968756
1053	0.67801703	50.0059	9.98127E-12	1.130931473	1.864391184	0.67801703	-14.8066	-5.6967435
1054	0.882662087	43.5115	0.016709718	1.201511378	2.285332017	0.899371805	-14.8066	-4.6966119
1055	0.802777378	44.4747	0.361759849	1.327137174	2.620875654	1.164537227	-14.8066	-3.6964798
1056	0.697424821	43.4813	0.21126599	1.353969928	2.384751524	0.908690811	-14.8066	-2.6963477
1057	0.73701023	43.3678	0.230372587	1.317824233	2.407260344	0.967382817	-14.8066	-1.6962157
1058	0.626713467	47.177	0	0.42607358	1.139424174	0.626713467	-14.8066	-0.69608378
1059	0.722483128	46.0336	0.150957525	1.608510749	2.641229649	0.873440653	-14.8066	0.30404818
1060	0.753751355	47.6249	0.240399232	1.074520378	2.179981063	0.994150587	-14.8066	1.3041801
1061	0.773037692	46.8002	0.267144654	1.194021378	2.342507947	1.040182345	-14.8066	2.3043122
1062	0.793028278	47.5465	0.274274338	1.243827248	2.418478195	1.067302616	-14.8066	3.3044441
1063	0.886465064	43.1325	0	0.674631986	1.72563667	0.886465064	-14.8066	4.3045759
1064	0.761671346	43.3987	0.333678054	1.352328429	2.57067135	1.0953494	-14.8066	5.304708
1065	0.68510218	44.3051	0.187846887	1.330952924	2.318495205	0.872949067	-14.8066	6.3048401
1066	0.718244795	44.7845	0.239885599	1.334367825	2.41044177	0.958130393	-14.8066	7.3049722
1067	0.692032348	44.0092	0.196078778	1.39159191	2.404467718	0.888111126	-14.8066	8.3051043
1068	0.768029771	44.4635	0.310698841	1.334346763	2.51932766	1.078728612	-14.8066	9.3052359
1069	0.930032811	44.1583	0.267743222	0.949567048	2.287230176	1.197776033	-14.8066	10.305368
1070	0.714313831	44.5478	0	0.478448559	1.291792301	0.714313831	-14.8066	11.3055
1071	0.69954307	43.6562	0.201152445	1.338299628	2.361630704	0.900695515	-14.8066	12.305632
1072	0.765961546	44.7851	0.009422003	0.409215192	1.314232144	0.77538355	-14.8066	13.305764
1073	0.691518325	48.4578	0.093176297	0.867635852	1.769972188	0.784694622	-14.8066	14.305896
1074	0.766337258	44.0247	0.251326684	1.317758854	2.450031321	1.017663942	-14.8066	15.306027
1075	0.792501548	45.3759	0.325200371	1.342305249	2.576570798	1.117701919	-14.8066	16.30616
1076	0.71740043	45.5627	0.186057487	1.323202067	2.337819455	0.903457916	-14.8066	17.306292
1077	0.714970651	46.0796	0.260577091	1.262444063	2.349382519	0.975547742	-14.8066	18.306423
1078	0.832530278	44.8432	0.178507818	1.779402721	2.958388014	1.011038096	-14.8066	19.306557
1079	0.729769674	45.707	0.252327834	1.304493781	2.395785906	0.982097507	-14.8066	20.306688
1080	0.68817403	44.1925	0.219065521	1.31646782	2.341088855	0.907239551	-14.8066	21.30682
1081	0.875322178	43.2965	0.351602608	1.329381014	2.677699225	1.226924786	-14.8066	22.306952
1082	1.124538797	43.0468	0.019149601	1.579541221	2.96356541	1.143688398	-14.8066	23.307083
1083	0.837535205	44.7815	0.306217224	1.325250101	2.597512292	1.143752429	-14.8066	24.307215
1084	0.911940464	43.437	0	1.387650416	2.51817535	0.911940464	-14.8066	25.307348
1085	0.667601305	42.3909	0.17077274	1.395003644	2.364401356	0.838374046	-14.8066	26.30748
1086	0.776581317	44.0278	0.358570389	1.335702815	2.604868272	1.135151706	-14.8066	27.307611
1087	0.765899715	44.1308	0	0.424256481	1.314487387	0.765899715	-14.8066	28.307743
1088	0.802957507	43.6093	0.329856352	1.347921697	2.610858555	1.132813859	-14.8066	29.307875
1089	0.72133727	44.2669	0.22831203	1.344646157	2.419557672	0.9496493	-14.8066	30.308008
1090	0.756572132	45.1924	0.279797964	1.312993431	2.463333003	1.036370095	-14.8066	31.30814
1091	0.719208976	43.915	0.220905571	1.395211381	2.456102294	0.940114547	-14.8066	32.308273
1092	0.713553683	44.8181	0.226997481	1.320590134	2.375921094	0.940551165	-14.8066	33.308403
1093	0.703790876	44.358	0.189343986	1.386895674	2.397171984	0.893134862	-14.8066	34.308537
1094	0.719546561	44.8193	0.18704069	1.359467999	2.378850177	0.906587251	-14.8066	35.308666
1095	0.74946112	44.034	0.282284173	1.309976247	2.463217978	1.031745294	-14.8066	36.3088
1096	0.712036999	43.3416	0.39716032	1.38785044	2.633428786	1.10919732	-13.8014	-35.700703
1097	0.647120982	43.3426	0.170842886	1.341686742	2.288530947	0.817963869	-13.8014	-34.700573
1098	0.762346061	47.5937	0	1.062352771	1.999003698	0.762346061	-13.8014	-33.700439
1099	0.93616419	42.7425	0	1.331679856	2.449051663	0.93616419	-13.8014	-32.700306
1100	0.912871969	42.2795	0	0.627355217	1.70654843	0.912871969	-13.8014	-31.700174
1101	0.75804099	45.1767	0.29287583	1.280978097	2.450180861	1.05091682	-13.8014	-30.700043
1102	0.774712492	44.6426	0.314383534	1.316827861	2.539806669	1.089096026	-13.8014	-29.699911
1103	0.976575343	45.8812	0	1.389602215	2.538512262	0.976575343	-13.8014	-28.69978
1104	0.64370286	41.4182	0.043379939	0.502558137	1.302064752	0.6870828	-13.8014	-27.699648
1105	0.490930723	40.6128	0.042952388	0.498613021	1.156136634	0.533883111	-13.8014	-26.699514
1106	0.764417972	40.0005	0	0.394223216	1.297390283	0.764417972	-13.8014	-25.699383
1107	0.940082675	38.0101	0	0.462923006	1.607596158	0.940082675	-13.8014	-24.699251
1108	0.77114533	39.7384	0.106885873	1.072655544	2.089811203	0.878031204	-13.8014	-23.69912
1109	0.861938947	46.8333	0.342460846	1.159849178	2.576073184	1.204399793	-13.8014	-22.698988
1110	0.751815268	46.6906	0.334963755	1.259374589	2.459047022	1.086779024	-13.8014	-21.698854
1111	0.723787197	40.5973	0.000738328	0.485242242	1.331162849	0.724525525	-13.8014	-20.698723
1112	0.836338202	39.1964	0.023767775	0.500019238	1.536010323	0.860105977	-13.8014	-19.698591
1113	0.718924802	42.7042	0.354261687	1.385329925	2.586734035	1.073186489	-13.8014	-18.69846
1114	0.760800896	46.7275	0.306446942	1.257599629	2.432845999	1.067247838	-13.8014	-17.698328
1115	0.68885547	44.3896	0.222748663	1.344681193	2.371083447	0.911604133	-13.8014	-16.698196
1116	0.787174979	41.3434	0.013602664	1.20019149	2.183166572	0.800777643	-13.8014	-15.698064
1117	0.783537573	44.5942	0.325396978	1.339546551	2.562995947	1.108934551	-13.8014	-14.697931
1118	0.753995253	43.6961	0.292791665	1.347894734	2.526275443	1.046786918	-13.8014	-13.6978
1119	0.69932841	43.7003	0.207481911	1.402078426	2.434699323	0.906810321	-13.8014	-12.697667
1120	0.843735184	45.0032	0.032010847	1.407991811	2.410577497	0.875746031	-13.8014	-11.697536
1121	0.797606289	44.3261	0.334507612	1.420975254	2.675136957	1.1321139	-13.8014	-10.697404
1122	0.772502083	44.5941	0.181978057	1.304764567	2.391583366	0.954480139	-13.8014	-9.6972713
1123	0.83384991	45.3153	0.320160261	1.259899149	2.535899166	1.154010171	-13.8014	-8.6971397
1124	0.995272746	42.9618	0.028631897	0.879555055	2.069727568	1.023904643	-13.8014	-7.6970077
1125	0.930975918	43.9989	0	1.305537116	2.427399726	0.930975918	-13.8014	-6.6968756
1126	0.686688772	43.5937	0.202171287	1.410504518	2.422209006	0.888860059	-13.8014	-5.6967435
1127	0.770508493	42.742	0.304234804	1.370991	2.583105945	1.074743297	-13.8014	-4.6966119
1128	0.745597527	44.9719	0.288027065	1.303464474	2.451346507	1.033624591	-13.8014	-3.6964798
1129	0.866101636	47.1489	0.343267161	1.284261848	2.614641759	1.209368796	-13.8014	-2.6963477
1130	0.888057729	43.1843	0	1.45179356	2.550487974	0.888057729	-13.8014	-1.6962157
1131	0.703087438	42.2563	0.005407233	1.59523398	2.446094378	0.708494671	-13.8014	-0.69608378
1132	0.836175079	41.9989	0.000625882	1.344664012	2.355281787	0.836800961	-13.8014	0.30404818
1133	0.921081407	46.6685	0	1.160787307	2.237527479	0.921081407	-13.8014	1.3041801
1134	0.780686648	46.4167	0.311079703	1.278023723	2.484516809	1.091766351	-13.8014	2.3043122
1135	0.767613428	47.5632	0.305460047	1.226717785	2.405402391	1.073073475	-13.8014	3.3044441
1136	0.752899082	47.2996	0.277055599	1.244834969	2.382026525	1.029954681	-13.8014	4.3045759
1137	0.739241323	45.0083	0.240945738	1.279062572	2.379855107	0.980187061	-13.8014	5.304708
1138	0.733858538	44.7368	0.24716621	1.336544988	2.438355388	0.981024748	-13.8014	6.3048401
1139	0.764132389	43.6243	0.291914926	1.349176088	2.53177319	1.056047315	-13.8014	7.3049722
1140	1.100256786	42.5334	0	1.572101106	2.851566006	1.100256786	-13.8014	8.3051043
1141	0.731804418	45.9256	0.20835788	1.323848775	2.371882142	0.940162298	-13.8014	9.3052359
1142	0.831395558	44.6358	0	1.215816923	2.210515241	0.831395558	-13.8014	10.305368
1143	0.713828919	44.8028	0.22451873	1.328097122	2.383399713	0.938347649	-13.8014	11.3055
1144	0.798961878	44.7211	0.304253686	1.372501149	2.600586948	1.103215564	-13.8014	12.305632
1145	0.685702485	45.0364	0.155266543	1.224265291	2.178306997	0.840969028	-13.8014	13.305764
1146	0.832529775	45.1343	0.333480709	1.24763479	2.538946254	1.166010483	-13.8014	14.305896
1147	0.918078194	44.2814	0.020278076	1.332102304	2.487209618	0.938356269	-13.8014	15.306027
1148	0.745507522	44.1282	0.255495519	1.366816098	2.494445316	1.001003041	-13.8014	16.30616
1149	0.7740696	44.3698	0.321094857	1.347286221	2.576915353	1.095164457	-13.8014	17.306292
1150	0.760389896	45.7688	0	0.449801971	1.323094526	0.760389896	-13.8014	18.306423
1151	0.710050681	44.5862	0.225348049	1.317098675	2.369872764	0.93539873	-13.8014	19.306557
1152	0.599372017	43.6852	0.053321649	0.507949206	1.263785561	0.652693667	-13.8014	20.306688
1153	0.6831021	44.6571	0.232573969	1.308040779	2.346419209	0.915676069	-13.8014	21.30682
1154	0.757809341	45.0243	0.292783817	1.278243634	2.445630286	1.050593158	-13.8014	22.306952
1155	0.7299384	45.2082	0.258746714	1.304369568	2.406367204	0.988685114	-13.8014	23.307083
1156	0.937802185	43.4609	0	1.346601361	2.492226285	0.937802185	-13.8014	24.307215
1157	0.815714268	43.7138	0.338091375	1.289492622	2.573888175	1.153805643	-13.8014	25.307348
1158	0.716316156	42.8021	0.204278049	1.369862591	2.416202752	0.920594205	-13.8014	26.30748
1159	0.877728759	42.4183	0	1.322833972	2.372866217	0.877728759	-13.8014	27.307611
1160	0.781438721	42.0359	0.028603353	1.321059059	2.321516874	0.810042074	-13.8014	28.307743
1161	0.723077943	44.5614	0.239685386	1.355954796	2.437085698	0.962763329	-13.8014	29.307875
1162	0.791454826	45.0259	0.285755584	1.321299215	2.522256691	1.07721041	-13.8014	30.308008
1163	0.854798406	43.8737	0.263255693	1.356850371	2.599504792	1.118054099	-13.8014	31.30814
1164	0.510547762	48.6319	0.096340477	1.079865626	1.798437276	0.606888239	-13.8014	32.308273
1165	0.708428006	45.3992	0.201695177	1.295061348	2.318055781	0.910123182	-13.8014	33.308403
1166	0.53873857	48.7997	0.12552966	1.092395467	1.865904807	0.66426823	-13.8014	34.308537
1167	0.820756971	45.9248	0.413782629	1.324489176	2.683745975	1.2345396	-13.8014	35.308666
1168	0.767945575	43.4518	0.172782586	1.785199516	2.88361491	0.940728161	-13.8014	36.3088
1169	0.579613825	44.2911	0.073166723	0.557795335	1.303466706	0.652780548	-12.7961	-35.700703
1170	0.752112218	43.4682	0	0.410231212	1.292685521	0.752112218	-12.7961	-34.700573
1171	0.768475032	42.9423	0.02626755	0.464866567	1.381311515	0.794742582	-12.7961	-33.700439
1172	0.956435838	44.4477	0	1.343057146	2.498277125	0.956435838	-12.7961	-32.700306
1173	0.674394544	44.7148	0.162141544	1.257102512	2.209115372	0.836536088	-12.7961	-31.700174
1174	0.885851374	45.0573	0.295218363	1.331863568	2.639677979	1.181069736	-12.7961	-30.700043
1175	0.720997132	44.0815	0.316165287	1.343392682	2.49465634	1.03716242	-12.7961	-29.699911
1176	1.245877528	46.3508	0.028521991	1.741832838	3.222548296	1.274399519	-12.7961	-28.69978
1177	0.723469872	42.4156	0	0.431133362	1.290654159	0.723469872	-12.7961	-27.699648
1178	0.60678905	40.2822	0.000406782	0.433202255	1.175913758	0.607195832	-12.7961	-26.699514
1179	0.608477282	43.5981	0.037820174	0.486988594	1.241088157	0.646297456	-12.7961	-25.699383
1180	0.896914572	38.489	0	0.795829606	1.919143285	0.896914572	-12.7961	-24.699251
1181	1.162910318	51.423	0.852110066	1.744312889	4.023647464	2.015020384	-12.7961	-23.69912
1182	1.143035159	45.2566	0.862679098	1.810595454	4.045874415	2.005714257	-12.7961	-22.698988
1183	0.933379991	43.1439	0.720596995	1.646652887	3.478806009	1.653976986	-12.7961	-21.698854
1184	0.950617686	41.5003	0.43592362	1.32534434	2.869579917	1.386541306	-12.7961	-20.698723
1185	0.852557571	48.1596	0.372032537	1.071792064	2.451363389	1.224590108	-12.7961	-19.698591
1186	0.715576423	39.8145	0	0.455179785	1.275317993	0.715576423	-12.7961	-18.69846
1187	0.779964275	40.5106	0	0.379198702	1.323508756	0.779964275	-12.7961	-17.698328
1188	0.880586492	45.5291	0.01598305	1.383630869	2.417710087	0.896569542	-12.7961	-16.698196
1189	0.816722027	45.6314	0.334729588	1.393404415	2.667474904	1.151451616	-12.7961	-15.698064
1190	0.816165082	44.6637	0.327340622	1.34855411	2.60367244	1.143505705	-12.7961	-14.697931
1191	0.573549437	50.8426	0.215752683	1.107750455	2.004074648	0.78930212	-12.7961	-13.6978
1192	0.817075062	42.0665	0	1.136487504	2.15056219	0.817075062	-12.7961	-12.697667
1193	0.713655601	44.4708	0.229952099	1.310302507	2.365679135	0.9436077	-12.7961	-11.697536
1194	0.757215041	44.1849	1.15583E-05	0.4831235	1.333113584	0.757226599	-12.7961	-10.697404
1195	0.713422246	44.1357	0.333927222	1.32056041	2.489938654	1.047349468	-12.7961	-9.6972713
1196	0.734393889	45.6394	0.277398198	1.308431296	2.440420661	1.011792087	-12.7961	-8.6971397
1197	0.774683757	45.8752	0.274883799	1.294503047	2.459537718	1.049567556	-12.7961	-7.6970077
1198	0.732569793	42.888	0.421987985	1.396397806	2.686223837	1.154557778	-12.7961	-6.6968756
1199	0.68464099	43.2484	0.360644934	1.337108327	2.508667474	1.045285924	-12.7961	-5.6967435
1200	0.820197843	45.1024	0.32869502	1.451237914	2.719117532	1.148892863	-12.7961	-4.6966119
1201	0.737885752	46.6092	0.293966326	1.230379736	2.366826676	1.031852078	-12.7961	-3.6964798
1202	1.132882558	43.38	0.03450936	1.596587901	2.990089513	1.167391918	-12.7961	-2.6963477
1203	0.75475	44.1576	0.2823425	1.325404167	2.48613875	1.0370925	-12.7961	-1.6962157
1204	0.743543769	45.63	0.288571767	1.339465204	2.488171507	1.032115536	-12.7961	-0.69608378
1205	0.621819888	41.7575	0.097391315	1.573444651	2.436702858	0.719211203	-12.7961	0.30404818
1206	0.839912232	44.5662	0.303337536	1.352379756	2.621184247	1.143249768	-12.7961	1.3041801
1207	0.726490396	45.8016	0.225606935	1.301324007	2.365520958	0.952097331	-12.7961	2.3043122
1208	0.875510417	43.8686	0	1.306690952	2.355572008	0.875510417	-12.7961	3.3044441
1209	0.723875858	45.0952	0.246405318	1.32893108	2.418475797	0.970281176	-12.7961	4.3045759
1210	0.685419147	43.4486	0.172077162	1.365131831	2.348625494	0.857496309	-12.7961	5.304708
1211	0.781485872	44.4194	0.292476292	1.264595833	2.463380588	1.073962164	-12.7961	6.3048401
1212	0.761208788	44.0577	0.334913131	1.330911882	2.557588322	1.09612192	-12.7961	7.3049722
1213	0.695008071	43.65	0.248351213	1.338993441	2.409579272	0.943359284	-12.7961	8.3051043
1214	0.719772868	44.0111	0.232795021	1.348863122	2.42954374	0.952567889	-12.7961	9.3052359
1215	0.929612787	45.2649	0	1.289424766	2.382668818	0.929612787	-12.7961	10.305368
1216	0.843220725	44.645	0.416223894	1.278747285	2.678210814	1.259444618	-12.7961	11.3055
1217	0.770312664	47.1928	0.28963442	1.288495055	2.454768074	1.059947084	-12.7961	12.305632
1218	0.732640317	44.6907	0.203026106	1.403141383	2.456196206	0.935666424	-12.7961	13.305764
1219	0.84805896	42.9695	0	1.255537203	2.216529987	0.84805896	-12.7961	14.305896
1220	0.729728153	45.8402	0.238890833	1.289853382	2.368201299	0.968618987	-12.7961	15.306027
1221	0.7536984	44.1506	0.276699326	1.357216994	2.507456233	1.030397726	-12.7961	16.30616
1222	0.715505233	44.8932	0.214850957	1.319385522	2.366038922	0.930356191	-12.7961	17.306292
1223	0.709338424	44.5879	0.190708988	1.291795331	2.310135762	0.900047412	-12.7961	18.306423
1224	0.713545319	45.0965	0.23736099	1.30672719	2.367433356	0.950906309	-12.7961	19.306557
1225	0.915469359	41.566	0	0.496172604	1.589176057	0.915469359	-12.7961	20.306688
1226	0.69843093	43.2777	0.239234928	1.388168297	2.452929812	0.937665858	-12.7961	21.30682
1227	0.692987034	43.7961	0.201580482	1.370304219	2.390702016	0.894567516	-12.7961	22.306952
1228	0.699704652	43.3892	0.216626238	1.316777972	2.359843902	0.916330891	-12.7961	23.307083
1229	0.78001868	43.293	0.014402677	1.400532247	2.34354484	0.794421357	-12.7961	24.307215
